,ZIP Code,latitude,longitude,city,state,county
0,00501,40.922326,-72.637078,Holtsville,NY,Suffolk
1,00544,40.922326,-72.637078,Holtsville,NY,Suffolk
2,00601,18.165273000000003,-66.722583,Adjuntas,PR,Adjuntas
3,00602,18.393103,-67.180953,Aguada,PR,Aguada
4,00603,18.455913,-67.14578,Aguadilla,PR,Aguadilla
5,00604,18.49352,-67.13588299999999,Aguadilla,PR,Aguadilla
6,00605,18.465162,-67.141486,Aguadilla,PR,Aguadilla
7,00606,18.172947,-66.94411099999999,Maricao,PR,Maricao
8,00610,18.288685,-67.139696,Anasco,PR,Anasco
9,00611,18.279531,-66.80216999999999,Angeles,PR,Utuado
10,00612,18.450674,-66.698262,Arecibo,PR,Arecibo
11,00613,18.458092999999998,-66.732732,Arecibo,PR,Arecibo
12,00614,18.429675,-66.67450600000001,Arecibo,PR,Arecibo
13,00616,18.444792,-66.64067800000001,Bajadero,PR,Arecibo
14,00617,18.447092,-66.544255,Barceloneta,PR,Barceloneta
15,00622,17.998531,-67.187318,Boqueron,PR,Cabo Rojo
16,00623,18.062201,-67.149541,Cabo Rojo,PR,Cabo Rojo
17,00624,18.023535,-66.726156,Penuelas,PR,Penuelas
18,00627,18.477891,-66.85477,Camuy,PR,Camuy
19,00631,18.269187,-66.864993,Castaner,PR,Lares
20,00636,18.113284,-67.03970600000001,Rosario,PR,San German
21,00637,18.087322,-66.934911,Sabana Grande,PR,Sabana Grande
22,00638,18.33616,-66.472087,Ciales,PR,Ciales
23,00641,18.250027,-66.698957,Utuado,PR,Utuado
24,00646,18.43606,-66.281954,Dorado,PR,Dorado
25,00647,17.969594,-66.93975400000001,Ensenada,PR,Guanica
26,00650,18.360125,-66.562311,Florida,PR,Florida
27,00652,18.457254000000002,-66.603358,Garrochales,PR,Arecibo
28,00653,17.972468,-66.898661,Guanica,PR,Guanica
29,00656,18.02328,-66.786909,Guayanilla,PR,Guayanilla
30,00659,18.481391000000002,-66.808696,Hatillo,PR,Hatillo
31,00660,18.145486,-67.135323,Hormigueros,PR,Hormigueros
32,00662,18.480285000000002,-67.028155,Isabela,PR,Isabela
33,00664,18.217606,-66.59830600000001,Jayuya,PR,Jayuya
34,00667,18.015099,-67.055973,Lajas,PR,Lajas
35,00669,18.295952,-66.881925,Lares,PR,Lares
36,00670,18.252135,-66.990967,Las Marias,PR,Las Marias
37,00674,18.445529999999998,-66.490268,Manati,PR,Manati
38,00676,18.383727,-67.080799,Moca,PR,Moca
39,00677,18.335781,-67.25254699999999,Rincon,PR,Rincon
40,00678,18.45303,-66.933689,Quebradillas,PR,Quebradillas
41,00680,18.219023,-67.50806800000001,Mayaguez,PR,Mayaguez
42,00681,18.219023,-67.50806800000001,Mayaguez,PR,Mayaguez
43,00682,18.219023,-67.50806800000001,Mayaguez,PR,Mayaguez
44,00683,18.113284,-67.03970600000001,San German,PR,San German
45,00685,18.3236,-66.972227,San Sebastian,PR,San Sebastian
46,00687,18.316976,-66.415207,Morovis,PR,Morovis
47,00688,18.429675,-66.67450600000001,Sabana Hoyos,PR,Arecibo
48,00690,18.476195999999998,-67.139597,San Antonio,PR,Aguadilla
49,00692,18.435817999999998,-66.338523,Vega Alta,PR,Vega Alta
50,00693,18.443109,-66.398302,Vega Baja,PR,Vega Baja
51,00694,18.443109,-66.398302,Vega Baja,PR,Vega Baja
52,00698,18.06104,-66.861164,Yauco,PR,Yauco
53,00703,18.250398,-66.12845,Aguas Buenas,PR,Aguas Buenas
54,00704,17.99229,-66.139253,Aguirre,PR,Guayama
55,00705,18.128092000000002,-66.26871700000001,Aibonito,PR,Aibonito
56,00707,18.007014,-65.898719,Maunabo,PR,Maunabo
57,00714,17.96751,-66.04138,Arroyo,PR,Arroyo
58,00715,18.011854,-66.563721,Mercedita,PR,Ponce
59,00716,18.001995,-66.60742900000001,Ponce,PR,Ponce
60,00717,18.001995,-66.60742900000001,Ponce,PR,Ponce
61,00718,18.22139,-65.77831,Naguabo,PR,Naguabo
62,00719,18.298017,-66.22975100000001,Naranjito,PR,Naranjito
63,00720,18.226862,-66.39402,Orocovis,PR,Orocovis
64,00721,18.364161,-65.778288,Palmer,PR,Rio Grande
65,00723,18.009994,-66.010572,Patillas,PR,Patillas
66,00725,18.212965,-66.058033,Caguas,PR,Caguas
67,00726,18.212965,-66.058033,Caguas,PR,Caguas
68,00727,18.212965,-66.058033,Caguas,PR,Caguas
69,00728,18.001995,-66.60742900000001,Ponce,PR,Ponce
70,00729,18.333092999999998,-65.883864,Canovanas,PR,Canovanas
71,00730,18.001995,-66.60742900000001,Ponce,PR,Ponce
72,00731,18.03831,-66.62634399999999,Ponce,PR,Ponce
73,00732,18.021781,-66.613742,Ponce,PR,Ponce
74,00733,18.019331,-66.619165,Ponce,PR,Ponce
75,00734,17.999499,-66.643934,Ponce,PR,Ponce
76,00735,18.264872,-65.594769,Ceiba,PR,Ceiba
77,00736,18.102967,-66.139274,Cayey,PR,Cayey
78,00737,18.102967,-66.139274,Cayey,PR,Cayey
79,00738,18.359381,-65.611361,Fajardo,PR,Fajardo
80,00739,18.181469,-66.169519,Cidra,PR,Cidra
81,00740,18.331958,-65.63878000000001,Puerto Real,PR,Fajardo
82,00741,18.162156,-65.753485,Punta Santiago,PR,Humacao
83,00742,18.264872,-65.594769,Roosevelt Roads,PR,Ceiba
84,00744,18.206329,-65.74305799999999,Rio Blanco,PR,Naguabo
85,00745,18.367347,-65.816583,Rio Grande,PR,Rio Grande
86,00751,17.998520000000003,-66.264825,Salinas,PR,Salinas
87,00754,18.187584,-65.962389,San Lorenzo,PR,San Lorenzo
88,00757,17.991232999999998,-66.395543,Santa Isabel,PR,Santa Isabel
89,00765,18.123347,-65.460356,Vieques,PR,Vieques
90,00766,18.120519,-66.496607,Villalba,PR,Villalba
91,00767,18.045522000000002,-65.886988,Yabucoa,PR,Yabucoa
92,00769,18.095992000000003,-66.35081,Coamo,PR,Coamo
93,00771,18.196576,-65.87196999999999,Las Piedras,PR,Las Piedras
94,00772,18.447406,-65.899357,Loiza,PR,Loiza
95,00773,18.366027,-65.708138,Luquillo,PR,Luquillo
96,00775,18.323736,-65.296467,Culebra,PR,Culebra
97,00777,18.206489,-65.901774,Juncos,PR,Juncos
98,00778,18.259092000000003,-65.974641,Gurabo,PR,Gurabo
99,00780,18.001995,-66.60742900000001,Coto Laurel,PR,Ponce
100,00782,18.224957999999997,-66.21988499999999,Comerio,PR,Comerio
101,00783,18.304369,-66.330525,Corozal,PR,Corozal
102,00784,17.99229,-66.139253,Guayama,PR,Guayama
103,00785,18.018822,-66.795603,Guayama,PR,Guayanilla
104,00786,18.128092000000002,-66.26871700000001,La Plata,PR,Aibonito
105,00791,18.138029,-65.788499,Humacao,PR,Humacao
106,00792,18.138029,-65.788499,Humacao,PR,Humacao
107,00794,18.200898000000002,-66.307236,Barranquitas,PR,Barranquitas
108,00795,17.997367,-66.493218,Juana Diaz,PR,Juana Diaz
109,00801,18.322285,-64.96371500000001,St Thomas,VI,Saint Thomas
110,00802,18.322285,-64.96371500000001,St Thomas,VI,Saint Thomas
111,00803,18.322285,-64.96371500000001,St Thomas,VI,Saint Thomas
112,00804,18.322285,-64.96371500000001,St Thomas,VI,Saint Thomas
113,00805,18.322285,-64.96371500000001,St Thomas,VI,Saint Thomas
114,00820,17.734211,-64.73469399999999,Christiansted,VI,Saint Croix
115,00821,17.734211,-64.73469399999999,Christiansted,VI,Saint Croix
116,00822,17.734211,-64.73469399999999,Christiansted,VI,Saint Croix
117,00823,17.734211,-64.73469399999999,Christiansted,VI,Saint Croix
118,00824,17.734211,-64.73469399999999,Christiansted,VI,Saint Croix
119,00830,18.32816,-64.740737,St John,VI,Saint John
120,00831,18.32816,-64.740737,St John,VI,Saint John
121,00840,17.734211,-64.73469399999999,Frederiksted,VI,Saint Croix
122,00841,17.734211,-64.73469399999999,Frederiksted,VI,Saint Croix
123,00850,17.734211,-64.73469399999999,Kingshill,VI,Saint Croix
124,00851,17.734211,-64.73469399999999,Kingshill,VI,Saint Croix
125,00901,18.465901000000002,-66.10356800000001,San Juan,PR,San Juan
126,00902,18.410462,-66.06053299999999,San Juan,PR,San Juan
127,00906,18.410462,-66.06053299999999,San Juan,PR,San Juan
128,00907,18.451647,-66.077003,San Juan,PR,San Juan
129,00908,18.410462,-66.06053299999999,San Juan,PR,San Juan
130,00909,18.443384,-66.06813299999999,San Juan,PR,San Juan
131,00910,18.410462,-66.06053299999999,San Juan,PR,San Juan
132,00911,18.450828,-66.057859,San Juan,PR,San Juan
133,00912,18.444187,-66.059859,San Juan,PR,San Juan
134,00913,18.450735,-66.043352,San Juan,PR,San Juan
135,00914,18.410462,-66.06053299999999,San Juan,PR,San Juan
136,00915,18.437896,-66.048087,San Juan,PR,San Juan
137,00916,18.410462,-66.06053299999999,San Juan,PR,San Juan
138,00917,18.422017999999998,-66.050602,San Juan,PR,San Juan
139,00918,18.419069,-66.06231899999999,San Juan,PR,San Juan
140,00919,18.410462,-66.06053299999999,San Juan,PR,San Juan
141,00920,18.406807999999998,-66.09188499999999,San Juan,PR,San Juan
142,00921,18.390429,-66.066124,San Juan,PR,San Juan
143,00922,18.410462,-66.06053299999999,San Juan,PR,San Juan
144,00923,18.410775,-66.03670799999999,San Juan,PR,San Juan
145,00924,18.396392000000002,-66.01146,San Juan,PR,San Juan
146,00925,18.401055,-66.049773,San Juan,PR,San Juan
147,00926,18.369376000000003,-66.062804,San Juan,PR,San Juan
148,00927,18.385174,-66.07195899999999,San Juan,PR,San Juan
149,00928,18.410462,-66.06053299999999,San Juan,PR,San Juan
150,00929,18.410462,-66.06053299999999,San Juan,PR,San Juan
151,00930,18.410462,-66.06053299999999,San Juan,PR,San Juan
152,00931,18.410462,-66.06053299999999,San Juan,PR,San Juan
153,00933,18.410462,-66.06053299999999,San Juan,PR,San Juan
154,00934,18.34487,-66.166014,Fort Buchanan,PR,Bayamon
155,00935,18.410462,-66.06053299999999,San Juan,PR,San Juan
156,00936,18.410462,-66.06053299999999,San Juan,PR,San Juan
157,00937,18.410462,-66.06053299999999,San Juan,PR,San Juan
158,00938,18.410462,-66.06053299999999,San Juan,PR,San Juan
159,00939,18.410462,-66.06053299999999,San Juan,PR,San Juan
160,00940,18.410462,-66.06053299999999,San Juan,PR,San Juan
161,00949,18.431911,-66.199692,Toa Baja,PR,Toa Baja
162,00950,18.457760999999998,-66.196503,Toa Baja,PR,Toa Baja
163,00951,18.457760999999998,-66.196503,Toa Baja,PR,Toa Baja
164,00952,18.457760999999998,-66.196503,Sabana Seca,PR,Toa Baja
165,00953,18.356795,-66.25701,Toa Alta,PR,Toa Alta
166,00954,18.358939000000003,-66.258108,Toa Alta,PR,Toa Alta
167,00955,18.410462,-66.06053299999999,San Juan,PR,San Juan
168,00956,18.326701999999997,-66.174176,Bayamon,PR,Bayamon
169,00957,18.366645000000002,-66.18390699999999,Bayamon,PR,Bayamon
170,00958,18.34487,-66.166014,Bayamon,PR,Bayamon
171,00959,18.387058,-66.159044,Bayamon,PR,Bayamon
172,00960,18.34487,-66.166014,Bayamon,PR,Bayamon
173,00961,18.413195,-66.168651,Bayamon,PR,Bayamon
174,00962,18.437644,-66.140407,Catano,PR,Catano
175,00963,18.443217,-66.13929300000001,Catano,PR,Catano
176,00965,18.428784,-66.11539,Guaynabo,PR,Guaynabo
177,00966,18.396815,-66.114889,Guaynabo,PR,Guaynabo
178,00968,18.410462,-66.06053299999999,Guaynabo,PR,San Juan
179,00969,18.362322,-66.113729,Guaynabo,PR,Guaynabo
180,00970,18.359143,-66.11229499999999,Guaynabo,PR,Guaynabo
181,00971,18.309420000000003,-66.113606,Guaynabo,PR,Guaynabo
182,00975,18.410462,-66.06053299999999,San Juan,PR,San Juan
183,00976,18.338133,-65.98922900000001,Trujillo Alto,PR,Trujillo Alto
184,00977,18.337004,-65.990099,Trujillo Alto,PR,Trujillo Alto
185,00978,18.337004,-65.990099,Saint Just Contract,PR,Trujillo Alto
186,00979,18.410462,-66.06053299999999,Carolina,PR,San Juan
187,00981,18.410462,-66.06053299999999,Carolina,PR,San Juan
188,00982,18.410462,-66.06053299999999,Carolina,PR,San Juan
189,00983,18.413452,-65.977659,Carolina,PR,Carolina
190,00984,18.393355,-65.972495,Carolina,PR,Carolina
191,00985,18.345741,-65.93888000000001,Carolina,PR,Carolina
192,00986,18.393355,-65.972495,Carolina,PR,Carolina
193,00987,18.373466,-65.959932,Carolina,PR,Carolina
194,00988,18.393355,-65.972495,Carolina,PR,Carolina
195,01001,42.140549,-72.788661,Agawam,MA,Hampden
196,01002,42.367092,-72.46457099999999,Amherst,MA,Hampshire
197,01003,42.369562,-72.63599,Amherst,MA,Hampshire
198,01004,42.384494000000004,-72.513183,Amherst,MA,Hampshire
199,01005,42.329159999999995,-72.139465,Barre,MA,Worcester
200,01007,42.280266999999995,-72.402056,Belchertown,MA,Hampshire
201,01008,42.177833,-72.958359,Blandford,MA,Hampden
202,01009,42.206092,-72.340486,Bondsville,MA,Hampden
203,01010,42.108585,-72.20448,Brimfield,MA,Hampden
204,01011,42.294259000000004,-72.952776,Chester,MA,Hampden
205,01012,42.392274,-72.82560699999999,Chesterfield,MA,Hampshire
206,01013,42.161491999999996,-72.66734100000001,Chicopee,MA,Hampden
207,01014,42.170730999999996,-72.604842,Chicopee,MA,Hampden
208,01020,42.177492,-72.562563,Chicopee,MA,Hampden
209,01021,42.170730999999996,-72.604842,Chicopee,MA,Hampden
210,01022,42.193391999999996,-72.55436,Chicopee,MA,Hampden
211,01026,42.428616999999996,-72.909841,Cummington,MA,Hampshire
212,01027,42.368303000000004,-72.768839,Easthampton,MA,Hampshire
213,01028,42.062009,-72.49874,East Longmeadow,MA,Hampden
214,01029,42.190903999999996,-73.051661,East Otis,MA,Berkshire
215,01030,42.189335,-72.79774,Feeding Hills,MA,Hampden
216,01031,42.352554,-72.205724,Gilbertville,MA,Worcester
217,01032,42.443837,-72.819446,Goshen,MA,Hampshire
218,01033,42.262285,-72.504086,Granby,MA,Hampshire
219,01034,42.112747999999996,-72.952003,Granville,MA,Hampden
220,01035,42.356804,-72.576613,Hadley,MA,Hampshire
221,01036,42.067614,-72.417507,Hampden,MA,Hampden
222,01037,42.347856,-72.225251,Hardwick,MA,Worcester
223,01038,42.387269,-72.64308100000001,Hatfield,MA,Hampshire
224,01039,42.35641,-72.68212700000001,Haydenville,MA,Hampshire
225,01040,42.198291,-72.64206999999999,Holyoke,MA,Hampden
226,01041,42.170730999999996,-72.604842,Holyoke,MA,Hampden
227,01050,42.313427000000004,-72.903677,Huntington,MA,Hampshire
228,01053,42.353838,-72.704385,Leeds,MA,Hampshire
229,01054,42.474681,-72.467543,Leverett,MA,Franklin
230,01056,42.173276,-72.627038,Ludlow,MA,Hampden
231,01057,42.095323,-72.282063,Monson,MA,Hampden
232,01059,42.369562,-72.63599,North Amherst,MA,Hampshire
233,01060,42.415154,-72.76926999999999,Northampton,MA,Hampshire
234,01061,42.369562,-72.63599,Northampton,MA,Hampshire
235,01062,42.328838,-72.84522700000001,Florence,MA,Hampshire
236,01063,42.317939,-72.64023399999999,Northampton,MA,Hampshire
237,01066,42.406696999999994,-72.633901,North Hatfield,MA,Hampshire
238,01068,42.346144,-72.058847,Oakham,MA,Worcester
239,01069,42.176131,-72.31456999999999,Palmer,MA,Hampden
240,01070,42.448984,-72.95839699999999,Plainfield,MA,Hampshire
241,01071,42.177432,-72.864558,Russell,MA,Hampden
242,01072,42.471562,-72.44017,Shutesbury,MA,Franklin
243,01073,42.230008000000005,-72.728463,Southampton,MA,Hampshire
244,01074,42.375997999999996,-72.149388,South Barre,MA,Worcester
245,01075,42.24984,-72.58152,South Hadley,MA,Hampshire
246,01077,42.066644000000004,-72.541205,Southwick,MA,Hampden
247,01079,42.192892,-72.329574,Thorndike,MA,Hampden
248,01080,42.179805,-72.517813,Three Rivers,MA,Hampden
249,01081,42.061948,-72.213598,Wales,MA,Hampden
250,01082,42.377471,-72.548549,Ware,MA,Hampshire
251,01083,42.204027,-72.199439,Warren,MA,Worcester
252,01084,42.390303,-72.870857,West Chesterfield,MA,Hampshire
253,01085,42.14869,-72.501887,Westfield,MA,Hampden
254,01086,42.173428,-72.847964,Westfield,MA,Hampden
255,01088,42.390583,-72.64689399999999,West Hatfield,MA,Hampshire
256,01089,42.125793,-72.64533399999999,West Springfield,MA,Hampden
257,01090,42.170730999999996,-72.604842,West Springfield,MA,Hampden
258,01092,42.202887,-72.229025,West Warren,MA,Worcester
259,01093,42.442673,-72.652511,Whately,MA,Franklin
260,01094,42.358201,-72.140846,Wheelwright,MA,Worcester
261,01095,42.125974,-72.489988,Wilbraham,MA,Hampden
262,01096,42.413069,-72.821653,Williamsburg,MA,Hampshire
263,01097,42.161743,-72.845912,Woronoco,MA,Hampden
264,01098,42.40494,-72.89613299999999,Worthington,MA,Hampshire
265,01101,42.170730999999996,-72.604842,Springfield,MA,Hampden
266,01102,42.170730999999996,-72.604842,Springfield,MA,Hampden
267,01103,42.103044,-72.590783,Springfield,MA,Hampden
268,01104,42.128605,-72.567966,Springfield,MA,Hampden
269,01105,42.099793,-72.577732,Springfield,MA,Hampden
270,01106,42.049194,-72.567882,Longmeadow,MA,Hampden
271,01107,42.126236999999996,-72.586733,Springfield,MA,Hampden
272,01108,42.080594,-72.558081,Springfield,MA,Hampden
273,01109,42.119293,-72.54898100000001,Springfield,MA,Hampden
274,01111,42.170730999999996,-72.604842,Springfield,MA,Hampden
275,01114,42.170730999999996,-72.604842,Springfield,MA,Hampden
276,01115,42.102894,-72.591633,Springfield,MA,Hampden
277,01116,42.170730999999996,-72.604842,Longmeadow,MA,Hampden
278,01118,42.093894,-72.523227,Springfield,MA,Hampden
279,01119,42.124943,-72.526705,Springfield,MA,Hampden
280,01128,42.094615999999995,-72.487229,Springfield,MA,Hampden
281,01129,42.124485,-72.489479,Springfield,MA,Hampden
282,01133,42.170730999999996,-72.604842,Springfield,MA,Hampden
283,01138,42.170730999999996,-72.604842,Springfield,MA,Hampden
284,01139,42.170730999999996,-72.604842,Springfield,MA,Hampden
285,01144,42.101796,-72.59151,Springfield,MA,Hampden
286,01151,42.150593,-72.51278,Indian Orchard,MA,Hampden
287,01152,42.170730999999996,-72.604842,Springfield,MA,Hampden
288,01199,42.119943,-72.60498299999999,Springfield,MA,Hampden
289,01201,42.479475,-73.24807,Pittsfield,MA,Berkshire
290,01202,42.3929,-73.228483,Pittsfield,MA,Berkshire
291,01203,42.3929,-73.228483,Pittsfield,MA,Berkshire
292,01220,42.385595,-73.172166,Adams,MA,Berkshire
293,01222,42.185969,-73.31869499999999,Ashley Falls,MA,Berkshire
294,01223,42.3418,-73.103468,Becket,MA,Berkshire
295,01224,42.3929,-73.228483,Berkshire,MA,Berkshire
296,01225,42.482125,-73.127483,Cheshire,MA,Berkshire
297,01226,42.470296000000005,-73.08895,Dalton,MA,Berkshire
298,01227,42.516145,-73.09285200000001,Dalton,MA,Berkshire
299,01229,42.279292,-73.34354499999999,Glendale,MA,Berkshire
300,01230,42.299392,-73.26665,Great Barrington,MA,Berkshire
301,01235,42.29237,-73.22164000000001,Hinsdale,MA,Berkshire
302,01236,42.291299,-73.358798,Housatonic,MA,Berkshire
303,01237,42.487569,-73.23504799999999,Lanesboro,MA,Berkshire
304,01238,42.369856,-73.267465,Lee,MA,Berkshire
305,01240,42.459202000000005,-73.219858,Lenox,MA,Berkshire
306,01242,42.338594,-73.25089100000001,Lenox Dale,MA,Berkshire
307,01243,42.356088,-73.010448,Middlefield,MA,Hampshire
308,01244,42.122827,-73.25398299999999,Mill River,MA,Berkshire
309,01245,42.186690000000006,-73.206498,Monterey,MA,Berkshire
310,01247,42.426974,-73.18632,North Adams,MA,Berkshire
311,01252,42.198648,-73.44623399999999,North Egremont,MA,Berkshire
312,01253,42.213156,-73.090434,Otis,MA,Berkshire
313,01254,42.233105,-73.23835799999999,Richmond,MA,Berkshire
314,01255,42.148975,-73.14860999999999,Sandisfield,MA,Berkshire
315,01256,42.367340999999996,-73.128528,Savoy,MA,Berkshire
316,01257,42.314564000000004,-73.26769399999999,Sheffield,MA,Berkshire
317,01258,42.128075,-73.36089,South Egremont,MA,Berkshire
318,01259,42.198712,-73.278543,Southfield,MA,Berkshire
319,01260,42.286586,-73.31327399999999,South Lee,MA,Berkshire
320,01262,42.304604,-73.330001,Stockbridge,MA,Berkshire
321,01263,42.3929,-73.228483,Stockbridge,MA,Berkshire
322,01264,42.220001,-73.19786500000001,Tyringham,MA,Berkshire
323,01266,42.360482,-73.265354,West Stockbridge,MA,Berkshire
324,01267,42.642075,-73.257699,Williamstown,MA,Berkshire
325,01270,42.443726,-73.116127,Windsor,MA,Berkshire
326,01301,42.601335,-72.62361899999999,Greenfield,MA,Franklin
327,01302,42.522178000000004,-72.62416400000001,Greenfield,MA,Franklin
328,01330,42.562391,-72.738152,Ashfield,MA,Franklin
329,01331,42.547302,-72.183903,Athol,MA,Worcester
330,01337,42.62706,-72.642888,Bernardston,MA,Franklin
331,01338,42.573832,-72.769487,Buckland,MA,Franklin
332,01339,42.594252000000004,-72.66550699999999,Charlemont,MA,Franklin
333,01340,42.681539,-72.822986,Colrain,MA,Franklin
334,01341,42.590824,-72.70976,Conway,MA,Franklin
335,01342,42.54723,-72.607679,Deerfield,MA,Franklin
336,01343,42.642666,-72.986231,Drury,MA,Berkshire
337,01344,42.627072,-72.55365400000001,Erving,MA,Franklin
338,01346,42.618010999999996,-72.788896,Heath,MA,Franklin
339,01347,42.556558,-72.51810400000001,Lake Pleasant,MA,Franklin
340,01349,42.621412,-72.70563299999999,Turners Falls,MA,Franklin
341,01350,42.721455999999996,-72.97620400000001,Monroe Bridge,MA,Franklin
342,01351,42.548107,-72.48693,Montague,MA,Franklin
343,01354,42.522178000000004,-72.62416400000001,Northfield,MA,Franklin
344,01355,42.518718,-72.534371,New Salem,MA,Franklin
345,01360,42.614152000000004,-72.52820899999999,Northfield,MA,Franklin
346,01364,42.578325,-72.556589,Orange,MA,Franklin
347,01366,42.459632,-72.182962,Petersham,MA,Worcester
348,01367,42.683065,-72.71566700000001,Rowe,MA,Franklin
349,01368,42.672182,-72.196376,Royalston,MA,Worcester
350,01369,42.522178000000004,-72.62416400000001,Shattuckville,MA,Franklin
351,01370,42.588812,-72.758781,Shelburne Falls,MA,Franklin
352,01373,42.464521999999995,-72.682346,South Deerfield,MA,Franklin
353,01375,42.565346000000005,-72.70094,Sunderland,MA,Franklin
354,01376,42.654878000000004,-72.71812299999999,Turners Falls,MA,Franklin
355,01378,42.667059,-72.33965500000001,Warwick,MA,Franklin
356,01379,42.581007,-72.437179,Wendell,MA,Franklin
357,01380,42.553430999999996,-72.39269399999999,Wendell Depot,MA,Franklin
358,01420,42.583689,-71.816767,Fitchburg,MA,Worcester
359,01430,42.654906,-71.92094200000001,Ashburnham,MA,Worcester
360,01431,42.446396,-71.459405,Ashby,MA,Middlesex
361,01432,42.446396,-71.459405,Ayer,MA,Middlesex
362,01436,42.601427,-72.083838,Baldwinville,MA,Worcester
363,01438,42.551681,-72.029434,East Templeton,MA,Worcester
364,01440,42.582529,-72.02588399999999,Gardner,MA,Worcester
365,01441,42.364807,-71.89686800000001,Westminster,MA,Worcester
366,01450,42.446396,-71.459405,Groton,MA,Middlesex
367,01451,42.500187,-71.575864,Harvard,MA,Worcester
368,01452,42.483895000000004,-72.011516,Hubbardston,MA,Worcester
369,01453,42.471315999999995,-71.837509,Leominster,MA,Worcester
370,01460,42.446396,-71.459405,Littleton,MA,Middlesex
371,01462,42.583321999999995,-71.752266,Lunenburg,MA,Worcester
372,01463,42.446396,-71.459405,Pepperell,MA,Middlesex
373,01464,42.446396,-71.459405,Shirley,MA,Middlesex
374,01467,42.487056,-71.613078,Still River,MA,Worcester
375,01468,42.555059,-72.072285,Templeton,MA,Worcester
376,01469,42.446396,-71.459405,Townsend,MA,Middlesex
377,01470,42.446396,-71.459405,Groton,MA,Middlesex
378,01471,42.446396,-71.459405,Groton,MA,Middlesex
379,01472,42.446396,-71.459405,West Groton,MA,Middlesex
380,01473,42.549489,-71.913219,Westminster,MA,Worcester
381,01474,42.446396,-71.459405,West Townsend,MA,Middlesex
382,01475,42.661612,-72.047876,Winchendon,MA,Worcester
383,01477,42.364807,-71.89686800000001,Winchendon Springs,MA,Worcester
384,01501,42.184835,-71.947184,Auburn,MA,Worcester
385,01503,42.3129,-71.841656,Berlin,MA,Worcester
386,01504,42.114078000000006,-71.799785,Blackstone,MA,Worcester
387,01505,42.300036999999996,-71.94345799999999,Boylston,MA,Worcester
388,01506,42.19169,-72.105011,Brookfield,MA,Worcester
389,01507,42.13277,-71.972627,Charlton,MA,Worcester
390,01508,42.109747999999996,-72.07945500000001,Charlton City,MA,Worcester
391,01509,42.364807,-71.89686800000001,Charlton Depot,MA,Worcester
392,01510,42.413971999999994,-71.687523,Clinton,MA,Worcester
393,01515,42.205311,-72.04990699999999,East Brookfield,MA,Worcester
394,01516,42.113076,-71.891139,Douglas,MA,Worcester
395,01517,42.364807,-71.89686800000001,East Princeton,MA,Worcester
396,01518,42.106405,-72.11404499999999,Fiskdale,MA,Worcester
397,01519,42.203944,-71.682862,Grafton,MA,Worcester
398,01520,42.336791,-71.845316,Holden,MA,Worcester
399,01521,42.061063,-72.16399100000001,Holland,MA,Hampden
400,01522,42.264629,-71.79544200000001,Jefferson,MA,Worcester
401,01523,42.427188,-71.91176999999999,Lancaster,MA,Worcester
402,01524,42.238192,-72.01237900000001,Leicester,MA,Worcester
403,01525,42.364807,-71.89686800000001,Linwood,MA,Worcester
404,01526,42.364807,-71.89686800000001,Manchaug,MA,Worcester
405,01527,42.255642,-71.81996099999999,Millbury,MA,Worcester
406,01529,42.124662,-71.84694300000001,Millville,MA,Worcester
407,01531,42.320938,-72.128644,New Braintree,MA,Worcester
408,01532,42.322117999999996,-71.64282,Northborough,MA,Worcester
409,01534,42.207190999999995,-71.85680699999999,Northbridge,MA,Worcester
410,01535,42.275382,-72.089338,North Brookfield,MA,Worcester
411,01536,42.407556,-71.86040200000001,North Grafton,MA,Worcester
412,01537,42.166241,-71.891052,North Oxford,MA,Worcester
413,01538,42.364807,-71.89686800000001,North Uxbridge,MA,Worcester
414,01540,42.109223,-71.85544399999999,Oxford,MA,Worcester
415,01541,42.451926,-71.880057,Princeton,MA,Worcester
416,01542,42.220085,-71.914361,Rochdale,MA,Worcester
417,01543,42.383516,-71.95463000000001,Rutland,MA,Worcester
418,01545,42.286992,-71.715313,Shrewsbury,MA,Worcester
419,01546,42.364807,-71.89686800000001,Shrewsbury,MA,Worcester
420,01550,42.129251000000004,-72.031155,Southbridge,MA,Worcester
421,01560,42.176544,-71.681912,South Grafton,MA,Worcester
422,01561,42.443539,-71.686137,South Lancaster,MA,Worcester
423,01562,42.254837,-72.065612,Spencer,MA,Worcester
424,01564,42.366765,-71.939375,Sterling,MA,Worcester
425,01566,42.10273,-72.080996,Sturbridge,MA,Worcester
426,01568,42.175591,-71.603197,Upton,MA,Worcester
427,01569,42.059736,-71.638438,Uxbridge,MA,Worcester
428,01570,42.1351,-71.994169,Webster,MA,Worcester
429,01571,42.059189,-71.937037,Dudley,MA,Worcester
430,01580,42.364807,-71.89686800000001,Westborough,MA,Worcester
431,01581,42.255221999999996,-71.845865,Westborough,MA,Worcester
432,01582,42.364807,-71.89686800000001,Westborough,MA,Worcester
433,01583,42.362783,-71.781215,West Boylston,MA,Worcester
434,01585,42.235638,-72.172523,West Brookfield,MA,Worcester
435,01586,42.364807,-71.89686800000001,West Millbury,MA,Worcester
436,01588,42.166554,-71.899484,Whitinsville,MA,Worcester
437,01590,42.126575,-71.755193,Sutton,MA,Worcester
