State FIPS Code,County FIPS Code,County Name/State Abbreviation,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
08,031,"Denver County, Colorado",663303.0,34.2,56258.0,36616.0,106745.0,16.09294696390639
08,033,"Dolores County, Colorado",1789.0,46.0,32240.0,21112.0,346.0,19.340413638904415
08,035,"Douglas County, Colorado",314238.0,37.8,105759.0,47062.0,11807.0,3.7573431602797878
08,037,"Eagle County, Colorado",52894.0,35.9,78763.0,38604.0,4237.0,8.010360343328166
08,039,"Elbert County, Colorado",24225.0,45.4,87288.0,39360.0,1221.0,5.040247678018575
08,041,"El Paso County, Colorado",665171.0,33.8,60219.0,30261.0,73012.0,10.97642561085796
08,043,"Fremont County, Colorado",46835.0,44.3,42308.0,19427.0,6012.0,12.836553859293264
08,045,"Garfield County, Colorado",57495.0,36.1,61300.0,29179.0,6274.0,10.912253239412124
08,047,"Gilpin County, Colorado",5708.0,44.8,67544.0,37027.0,392.0,6.867554309740715
08,049,"Grand County, Colorado",14490.0,43.0,67623.0,32348.0,1523.0,10.510697032436163
08,051,"Gunnison County, Colorado",15889.0,34.4,50746.0,25920.0,2319.0,14.595002832148026
08,053,"Hinsdale County, Colorado",856.0,56.4,51250.0,29958.0,96.0,11.214953271028037
08,055,"Huerfano County, Colorado",6521.0,54.5,33257.0,25062.0,1086.0,16.6538874405766
08,057,"Jackson County, Colorado",1306.0,51.2,45053.0,26798.0,179.0,13.705972434915774
08,059,"Jefferson County, Colorado",558810.0,40.5,72017.0,38367.0,44629.0,7.986435461069058
08,061,"Kiowa County, Colorado",1465.0,40.7,38385.0,21602.0,154.0,10.511945392491468
08,063,"Kit Carson County, Colorado",8174.0,39.2,44449.0,24327.0,1033.0,12.637631514558356
08,065,"Lake County, Colorado",7401.0,39.4,46928.0,26693.0,836.0,11.295770841778138
08,067,"La Plata County, Colorado",53994.0,39.0,61910.0,32953.0,5569.0,10.314108975071305
08,069,"Larimer County, Colorado",325228.0,35.6,61942.0,32433.0,41640.0,12.803325666916747
